mes;equipamento;faixa;data;hora;minutos_intervalo;qtd_0a10km;qtd_11a20km;qtd_21a30km;qtd_31a40km;qtd_41a50km;qtd_51a60km;qtd_61a70km;qtd_71a80km;qtd_81a90km;qtd_91a100km;qtd_acimade100km
6;"FS023REC";1;"2020-06-10";0;"0-15";0;0;1;1;4;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";0;"16-30";0;0;0;3;3;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";0;"31-45";1;0;0;0;2;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";0;"46-59";0;1;0;1;4;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";1;"0-15";1;0;0;0;2;0;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";1;"16-30";0;0;0;3;1;0;1;0;0;0;0
6;"FS023REC";1;"2020-06-10";1;"31-45";0;0;0;2;0;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";1;"46-59";0;0;0;0;2;0;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";2;"0-15";0;0;1;1;2;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";2;"16-30";0;0;0;1;3;0;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";2;"31-45";0;0;3;1;0;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";2;"46-59";0;0;0;1;3;1;1;0;0;0;0
6;"FS023REC";1;"2020-06-10";3;"0-15";1;1;0;1;1;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";3;"16-30";0;0;0;1;0;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";3;"31-45";0;0;0;2;2;3;1;0;0;0;0
6;"FS023REC";1;"2020-06-10";3;"46-59";0;0;0;0;2;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";4;"0-15";0;1;1;1;7;3;2;0;0;0;0
6;"FS023REC";1;"2020-06-10";4;"16-30";0;3;0;2;2;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";4;"31-45";0;0;1;2;8;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";4;"46-59";0;2;0;2;6;2;1;0;0;0;0
6;"FS023REC";1;"2020-06-10";5;"0-15";0;0;1;6;13;4;1;0;0;0;0
6;"FS023REC";1;"2020-06-10";5;"16-30";0;2;3;5;10;8;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";5;"31-45";0;5;6;10;18;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";5;"46-59";0;4;3;8;16;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";6;"0-15";0;6;3;12;22;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";6;"16-30";0;6;16;28;26;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";6;"31-45";0;6;17;37;28;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";6;"46-59";0;4;21;31;37;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";7;"0-15";2;6;25;36;35;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";7;"16-30";0;12;23;63;26;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";7;"31-45";0;11;28;44;16;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";7;"46-59";0;4;17;40;33;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";8;"0-15";0;4;26;38;49;9;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";8;"16-30";1;5;12;30;18;0;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";8;"31-45";3;9;30;41;18;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";8;"46-59";0;4;27;45;30;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";9;"0-15";0;10;11;24;43;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";9;"16-30";0;5;17;57;41;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";9;"31-45";2;5;18;35;37;5;1;0;0;0;0
6;"FS023REC";1;"2020-06-10";9;"46-59";0;6;20;27;28;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";10;"0-15";1;9;30;38;26;8;2;0;0;0;0
6;"FS023REC";1;"2020-06-10";10;"16-30";1;6;22;46;42;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";10;"31-45";1;6;25;26;39;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";10;"46-59";1;7;20;25;35;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";11;"0-15";0;5;16;21;34;13;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";11;"16-30";0;7;18;29;30;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";11;"31-45";0;7;24;35;29;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";11;"46-59";0;5;21;34;28;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";12;"0-15";1;12;28;24;26;6;1;0;0;0;0
6;"FS023REC";1;"2020-06-10";12;"16-30";0;7;14;45;36;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";12;"31-45";1;9;13;16;37;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";12;"46-59";0;9;19;15;27;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";13;"0-15";0;11;11;21;34;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";13;"16-30";1;5;22;36;28;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";13;"31-45";2;3;15;11;35;8;2;0;0;0;0
6;"FS023REC";1;"2020-06-10";13;"46-59";0;2;3;24;25;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";14;"0-15";0;6;11;30;44;11;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";14;"16-30";0;3;12;17;29;5;1;0;1;0;0
6;"FS023REC";1;"2020-06-10";14;"31-45";1;6;23;26;25;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";14;"46-59";0;5;19;36;29;3;1;0;0;0;0
6;"FS023REC";1;"2020-06-10";15;"0-15";0;2;13;40;38;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";15;"16-30";0;6;12;36;44;7;1;0;0;0;0
6;"FS023REC";1;"2020-06-10";15;"31-45";0;6;15;50;50;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";15;"46-59";1;6;19;40;31;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";16;"0-15";0;7;20;39;38;7;1;0;0;0;0
6;"FS023REC";1;"2020-06-10";16;"16-30";0;4;10;39;25;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";16;"31-45";0;8;19;50;34;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";16;"46-59";1;4;19;29;24;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";17;"0-15";0;8;25;61;37;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";17;"16-30";0;6;43;57;27;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";17;"31-45";0;6;30;49;39;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";17;"46-59";0;9;19;72;24;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";18;"0-15";0;7;26;36;34;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";18;"16-30";1;10;17;42;27;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";18;"31-45";0;4;15;49;49;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";18;"46-59";0;4;17;25;26;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";19;"0-15";0;3;18;29;27;7;1;0;0;0;0
6;"FS023REC";1;"2020-06-10";19;"16-30";1;5;15;18;52;6;1;0;0;0;0
6;"FS023REC";1;"2020-06-10";19;"31-45";0;5;14;16;40;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";19;"46-59";1;6;15;22;18;5;1;1;0;0;0
6;"FS023REC";1;"2020-06-10";20;"0-15";0;3;7;16;27;3;3;0;0;0;0
6;"FS023REC";1;"2020-06-10";20;"16-30";0;6;5;17;19;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";20;"31-45";0;9;11;11;24;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";20;"46-59";2;4;9;21;22;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";21;"0-15";0;6;5;16;21;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";21;"16-30";0;7;7;8;10;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";21;"31-45";0;3;3;14;17;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";21;"46-59";0;3;0;14;13;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";22;"0-15";0;5;5;13;14;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";22;"16-30";0;0;7;9;12;7;1;0;0;0;0
6;"FS023REC";1;"2020-06-10";22;"31-45";0;0;2;11;12;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";22;"46-59";0;1;1;2;2;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";23;"0-15";0;0;1;2;6;9;2;0;0;0;0
6;"FS023REC";1;"2020-06-10";23;"16-30";0;1;2;6;7;0;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";23;"31-45";0;1;0;1;5;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-10";23;"46-59";0;1;0;2;7;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";0;"0-15";1;0;0;1;4;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";0;"16-30";0;0;0;1;4;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";0;"31-45";0;2;0;4;5;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";0;"46-59";0;0;0;1;5;1;1;0;0;0;0
6;"FS023REC";1;"2020-06-11";1;"0-15";0;0;2;4;6;1;1;0;0;0;0
6;"FS023REC";1;"2020-06-11";1;"16-30";0;1;0;0;4;2;1;0;0;0;0
6;"FS023REC";1;"2020-06-11";1;"31-45";0;0;1;1;3;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";1;"46-59";0;2;0;2;2;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";2;"0-15";0;0;2;2;2;0;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";2;"16-30";0;0;2;0;2;2;1;0;0;0;0
6;"FS023REC";1;"2020-06-11";2;"31-45";0;0;1;0;1;1;1;0;0;0;0
6;"FS023REC";1;"2020-06-11";2;"46-59";0;0;0;1;2;0;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";3;"0-15";0;0;0;0;0;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";3;"16-30";0;0;0;2;3;0;1;0;0;0;0
6;"FS023REC";1;"2020-06-11";3;"31-45";0;1;0;0;3;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";3;"46-59";0;0;0;2;3;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";4;"0-15";0;0;3;2;8;5;1;0;0;0;0
6;"FS023REC";1;"2020-06-11";4;"16-30";1;1;0;3;4;2;2;0;0;0;0
6;"FS023REC";1;"2020-06-11";4;"31-45";0;1;1;2;3;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";4;"46-59";0;1;4;8;9;8;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";5;"0-15";0;1;2;4;11;4;1;0;0;0;0
6;"FS023REC";1;"2020-06-11";5;"16-30";0;1;2;6;13;1;1;0;0;0;0
6;"FS023REC";1;"2020-06-11";5;"31-45";0;1;1;4;13;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";5;"46-59";0;2;1;4;12;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";6;"0-15";0;2;4;9;28;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";6;"16-30";0;1;2;8;15;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";6;"31-45";0;7;10;20;44;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";6;"46-59";0;7;22;30;22;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";7;"0-15";0;6;13;30;45;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";7;"16-30";0;5;13;29;34;6;1;0;0;0;0
6;"FS023REC";1;"2020-06-11";7;"31-45";0;10;24;33;29;9;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";7;"46-59";1;7;12;46;44;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";8;"0-15";0;11;20;33;31;9;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";8;"16-30";0;10;22;20;33;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";8;"31-45";1;6;20;38;41;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";8;"46-59";0;5;17;22;25;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";9;"0-15";2;9;20;42;38;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";9;"16-30";0;10;20;26;36;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";9;"31-45";1;7;13;20;30;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";9;"46-59";0;4;9;30;33;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";10;"0-15";0;5;12;36;30;2;0;1;0;0;0
6;"FS023REC";1;"2020-06-11";10;"16-30";1;5;10;37;36;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";10;"31-45";0;7;10;21;57;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";10;"46-59";0;6;13;22;35;7;0;1;0;0;0
6;"FS023REC";1;"2020-06-11";11;"0-15";1;7;18;30;30;7;2;0;0;0;0
6;"FS023REC";1;"2020-06-11";11;"16-30";1;9;14;22;49;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";11;"31-45";1;6;16;41;38;6;1;0;0;0;0
6;"FS023REC";1;"2020-06-11";11;"46-59";0;6;16;22;26;9;1;0;0;0;0
6;"FS023REC";1;"2020-06-11";12;"0-15";0;11;21;33;25;10;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";12;"16-30";0;9;20;25;37;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";12;"31-45";0;6;10;32;32;9;1;0;0;0;0
6;"FS023REC";1;"2020-06-11";12;"46-59";0;7;12;9;33;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";13;"0-15";1;6;18;28;27;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";13;"16-30";0;5;14;15;37;8;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";13;"31-45";2;7;11;26;36;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";13;"46-59";0;4;11;21;36;10;1;0;0;0;0
6;"FS023REC";1;"2020-06-11";14;"0-15";1;9;15;30;39;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";14;"16-30";1;5;26;21;42;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";14;"31-45";0;8;15;30;33;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";14;"46-59";0;4;13;32;39;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";15;"0-15";0;3;19;25;38;12;0;0;0;0;0
6;"FS023REC";1;"2020-06-11";15;"16-30";0;9;12;26;21;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";6;"16-30";0;7;10;18;17;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";6;"31-45";0;6;13;31;42;9;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";6;"46-59";0;5;8;25;32;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";7;"0-15";1;10;22;22;39;9;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";7;"16-30";1;12;19;14;36;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";7;"31-45";0;10;18;11;26;12;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";7;"46-59";1;8;19;24;43;10;1;1;0;0;0
6;"FS023REC";1;"2020-06-12";8;"0-15";0;5;23;30;34;7;1;0;1;0;0
6;"FS023REC";1;"2020-06-12";8;"16-30";1;7;35;55;46;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";8;"31-45";0;6;22;52;44;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";8;"46-59";0;7;18;25;30;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";9;"0-15";0;9;26;46;34;10;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";9;"16-30";0;7;18;44;47;7;2;0;0;0;0
6;"FS023REC";1;"2020-06-12";9;"31-45";0;7;11;34;41;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";9;"46-59";1;5;26;36;41;8;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";10;"0-15";0;6;24;45;33;8;1;0;0;0;0
6;"FS023REC";1;"2020-06-12";10;"16-30";0;7;12;29;40;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";10;"31-45";1;5;18;25;45;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";10;"46-59";1;5;17;21;37;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";11;"0-15";2;10;19;30;30;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";11;"16-30";0;8;14;41;25;4;1;0;0;0;0
6;"FS023REC";1;"2020-06-12";11;"31-45";1;4;22;50;32;6;1;1;0;0;0
6;"FS023REC";1;"2020-06-12";11;"46-59";0;6;20;37;25;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";12;"0-15";0;9;20;36;35;8;1;0;0;0;0
6;"FS023REC";1;"2020-06-12";12;"16-30";0;10;17;28;39;10;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";12;"31-45";0;5;19;35;32;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";12;"46-59";1;4;28;30;26;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";13;"0-15";0;9;19;26;26;8;0;1;0;0;0
6;"FS023REC";1;"2020-06-12";13;"16-30";0;10;13;25;55;9;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";13;"31-45";0;5;12;30;44;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";13;"46-59";0;6;22;26;26;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";14;"0-15";0;13;10;47;33;8;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";14;"16-30";0;4;26;31;31;11;1;0;0;0;0
6;"FS023REC";1;"2020-06-12";14;"31-45";1;6;16;33;36;8;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";14;"46-59";0;6;24;26;44;10;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";15;"0-15";0;12;20;46;32;11;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";15;"16-30";0;9;20;34;37;2;2;0;0;0;0
6;"FS023REC";1;"2020-06-12";15;"31-45";1;9;26;40;29;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";15;"46-59";1;9;18;59;39;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";16;"0-15";0;10;20;56;31;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";16;"16-30";0;14;20;56;33;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";16;"31-45";1;10;18;56;27;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";16;"46-59";0;6;26;38;42;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";17;"0-15";0;7;18;54;35;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";17;"16-30";0;5;23;60;46;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";17;"31-45";0;9;26;66;39;5;1;0;0;0;0
6;"FS023REC";1;"2020-06-12";17;"46-59";1;8;30;43;28;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";18;"0-15";0;6;36;51;44;2;1;0;0;0;0
6;"FS023REC";1;"2020-06-12";18;"16-30";0;10;23;59;45;4;0;1;0;0;0
6;"FS023REC";1;"2020-06-12";18;"31-45";0;10;17;50;40;2;1;0;0;0;0
6;"FS023REC";1;"2020-06-12";18;"46-59";0;8;22;48;41;10;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";19;"0-15";0;5;23;44;50;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";19;"16-30";0;8;18;30;40;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";19;"31-45";0;3;15;29;39;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";19;"46-59";1;7;12;23;36;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";20;"0-15";0;9;17;27;39;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";20;"16-30";0;5;11;24;37;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";20;"31-45";0;7;8;13;32;12;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";20;"46-59";0;1;8;15;32;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";21;"0-15";0;9;3;15;35;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";21;"16-30";0;3;4;11;29;9;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";21;"31-45";0;3;5;17;17;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";21;"46-59";0;2;4;13;15;7;0;1;0;0;0
6;"FS023REC";1;"2020-06-12";22;"0-15";0;3;9;17;7;11;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";22;"16-30";0;5;4;5;19;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";22;"31-45";0;4;6;10;19;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";22;"46-59";0;0;3;4;14;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";23;"0-15";0;4;1;4;18;4;1;0;0;0;0
6;"FS023REC";1;"2020-06-12";23;"16-30";0;0;6;5;6;1;1;0;0;0;0
6;"FS023REC";1;"2020-06-12";23;"31-45";0;1;1;3;9;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-12";23;"46-59";0;1;0;5;6;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";0;"0-15";0;1;1;3;8;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";0;"16-30";0;1;0;0;6;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";0;"31-45";0;1;0;2;5;4;2;0;0;0;0
6;"FS023REC";1;"2020-06-13";0;"46-59";0;1;0;1;4;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";1;"0-15";1;1;1;5;2;3;1;0;0;0;0
6;"FS023REC";1;"2020-06-13";1;"16-30";0;2;0;2;4;4;2;0;0;0;0
6;"FS023REC";1;"2020-06-13";1;"31-45";0;1;1;2;5;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";1;"46-59";0;0;1;2;2;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";2;"0-15";0;2;0;0;2;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";2;"16-30";0;0;0;1;2;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";2;"31-45";0;2;0;1;1;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";2;"46-59";1;0;1;1;3;0;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";3;"0-15";0;0;0;2;0;4;1;0;0;0;0
6;"FS023REC";1;"2020-06-13";3;"16-30";0;0;0;0;1;8;1;0;0;0;0
6;"FS023REC";1;"2020-06-13";3;"31-45";0;0;1;2;3;2;1;0;0;0;0
6;"FS023REC";1;"2020-06-13";3;"46-59";1;0;0;2;1;1;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";4;"0-15";0;1;1;3;5;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";4;"16-30";0;1;3;0;9;1;1;0;0;0;0
6;"FS023REC";1;"2020-06-13";4;"31-45";0;1;0;4;7;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";4;"46-59";0;2;0;3;9;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";5;"0-15";0;3;1;5;13;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";5;"16-30";1;1;1;7;9;2;1;0;0;0;0
6;"FS023REC";1;"2020-06-13";5;"31-45";0;4;0;3;6;4;1;0;0;0;0
6;"FS023REC";1;"2020-06-13";5;"46-59";0;0;1;0;6;2;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";6;"0-15";0;3;2;3;11;9;1;0;0;0;0
6;"FS023REC";1;"2020-06-13";6;"16-30";0;3;13;4;25;8;1;0;0;0;0
6;"FS023REC";1;"2020-06-13";6;"31-45";0;2;3;14;28;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";6;"46-59";0;4;11;5;31;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";7;"0-15";0;6;11;23;29;17;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";7;"16-30";0;11;12;26;25;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";7;"31-45";1;9;8;22;30;8;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";7;"46-59";0;8;16;19;37;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";8;"0-15";0;7;8;25;30;9;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";8;"16-30";1;3;16;20;37;3;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";8;"31-45";0;5;8;27;28;9;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";8;"46-59";0;5;16;20;29;9;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";9;"0-15";0;8;17;32;31;8;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";9;"16-30";1;10;19;25;28;6;0;1;0;0;0
6;"FS023REC";1;"2020-06-13";9;"31-45";0;8;12;32;46;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";9;"46-59";1;5;14;36;47;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";10;"0-15";1;3;13;28;44;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";10;"16-30";1;5;21;35;25;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";10;"31-45";0;11;22;26;37;11;1;0;0;0;0
6;"FS023REC";1;"2020-06-13";10;"46-59";1;11;25;50;26;4;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";11;"0-15";1;5;21;46;37;6;1;0;0;0;0
6;"FS023REC";1;"2020-06-13";11;"16-30";1;7;18;47;37;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";11;"31-45";0;10;27;32;37;5;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";11;"46-59";1;8;21;20;51;14;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";12;"0-15";0;8;17;44;39;9;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";12;"16-30";1;5;24;41;33;6;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";12;"31-45";0;11;25;39;30;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";12;"46-59";0;6;23;19;42;10;0;0;1;0;0
6;"FS023REC";1;"2020-06-13";13;"0-15";0;4;11;26;31;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";13;"16-30";0;10;13;24;21;7;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";13;"31-45";0;4;15;22;32;4;1;0;0;0;0
6;"FS023REC";1;"2020-06-13";13;"46-59";0;5;10;28;39;9;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";14;"0-15";0;7;15;20;28;8;1;0;0;0;0
6;"FS023REC";1;"2020-06-13";14;"16-30";0;10;8;29;30;14;1;0;0;0;0
6;"FS023REC";1;"2020-06-13";14;"31-45";0;6;17;27;30;13;0;0;0;0;0
6;"FS023REC";1;"2020-06-13";14;"46-59";2;6;12;12;33;8;0;0;0;0;0
