mes;equipamento;faixa;data;hora;minutos_intervalo;qtd_0a10km;qtd_11a20km;qtd_21a30km;qtd_31a40km;qtd_41a50km;qtd_51a60km;qtd_61a70km;qtd_71a80km;qtd_81a90km;qtd_91a100km;qtd_acimade100km
6;"FS003REC";2;"2020-06-20";17;"31-45";0;5;1;2;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";17;"46-59";1;3;3;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";18;"0-15";0;4;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";18;"16-30";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";18;"31-45";0;2;5;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";18;"46-59";0;1;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";19;"0-15";1;2;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";19;"16-30";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";19;"46-59";0;0;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";20;"0-15";1;3;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";20;"16-30";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";20;"31-45";1;2;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";20;"46-59";0;3;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";21;"0-15";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";21;"16-30";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";21;"31-45";1;2;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";21;"46-59";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";22;"0-15";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";22;"31-45";0;1;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";22;"46-59";1;4;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";23;"0-15";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";23;"16-30";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";23;"31-45";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-20";23;"46-59";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";0;"0-15";1;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";0;"16-30";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";1;"46-59";0;0;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";2;"46-59";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";3;"16-30";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";5;"0-15";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";6;"31-45";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";6;"46-59";2;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";7;"46-59";2;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";8;"16-30";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";8;"46-59";1;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";9;"16-30";1;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";9;"46-59";0;0;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";10;"0-15";1;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";10;"16-30";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";10;"31-45";2;4;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";10;"46-59";2;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";11;"0-15";0;2;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";11;"16-30";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";11;"31-45";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";11;"46-59";1;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";12;"0-15";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";12;"16-30";0;0;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";12;"31-45";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";13;"0-15";0;4;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";13;"16-30";0;3;0;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";13;"31-45";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";13;"46-59";0;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";14;"0-15";1;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";14;"16-30";1;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";14;"31-45";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";14;"46-59";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";15;"0-15";1;1;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";15;"16-30";0;1;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";15;"31-45";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";15;"46-59";0;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";16;"0-15";4;4;3;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";16;"16-30";3;5;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";16;"31-45";2;8;5;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";16;"46-59";0;4;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";17;"0-15";1;5;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";17;"16-30";0;8;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";17;"31-45";0;4;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";17;"46-59";1;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";18;"0-15";2;4;1;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";18;"16-30";1;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";18;"31-45";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";18;"46-59";1;5;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";19;"0-15";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";19;"16-30";0;7;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";19;"31-45";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";19;"46-59";0;4;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";20;"0-15";0;4;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";20;"16-30";0;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";20;"31-45";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";20;"46-59";2;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";21;"46-59";0;1;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";22;"0-15";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";22;"31-45";0;2;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";22;"46-59";1;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";23;"0-15";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-21";23;"46-59";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";0;"0-15";0;3;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";0;"46-59";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";2;"16-30";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";2;"31-45";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";3;"31-45";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";4;"31-45";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";6;"16-30";0;2;0;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";6;"31-45";0;1;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";6;"46-59";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";7;"0-15";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";7;"16-30";1;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";7;"31-45";0;3;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";7;"46-59";0;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";8;"0-15";2;7;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";8;"16-30";1;4;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";8;"31-45";2;6;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";8;"46-59";2;6;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";9;"0-15";2;11;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";9;"16-30";0;4;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";9;"31-45";0;7;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";9;"46-59";2;7;4;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";10;"0-15";2;13;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";10;"16-30";1;9;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";10;"31-45";1;6;1;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";10;"46-59";1;9;0;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";11;"0-15";0;11;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";11;"16-30";2;5;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";11;"31-45";1;8;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";11;"46-59";1;9;3;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";12;"0-15";1;16;4;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";12;"16-30";0;14;4;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";12;"31-45";1;6;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";12;"46-59";0;1;2;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";13;"0-15";1;5;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";13;"16-30";0;8;0;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";13;"31-45";0;8;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";13;"46-59";1;8;3;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";14;"0-15";0;12;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";14;"16-30";0;8;3;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";14;"31-45";0;10;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";14;"46-59";0;3;0;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";15;"0-15";0;11;3;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";15;"16-30";1;12;4;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";15;"31-45";1;9;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";15;"46-59";0;4;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";16;"0-15";3;19;5;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";16;"16-30";0;14;0;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";16;"31-45";0;8;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";16;"46-59";0;9;4;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";17;"0-15";0;24;3;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";17;"16-30";0;4;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";17;"31-45";2;11;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";17;"46-59";0;3;0;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";18;"0-15";1;8;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";18;"16-30";0;3;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";18;"31-45";1;4;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";18;"46-59";1;3;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";19;"0-15";1;4;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";19;"16-30";1;5;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";19;"31-45";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";19;"46-59";0;0;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";20;"0-15";0;0;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";21;"0-15";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";21;"31-45";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";21;"46-59";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";22;"0-15";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";22;"16-30";0;4;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";22;"46-59";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";23;"0-15";1;0;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-22";23;"31-45";0;0;0;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";0;"0-15";0;0;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";1;"0-15";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";1;"16-30";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";3;"0-15";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";6;"31-45";0;4;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";6;"46-59";1;1;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";7;"0-15";0;1;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";7;"16-30";2;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";7;"31-45";0;1;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";7;"46-59";0;9;1;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";8;"0-15";1;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";8;"16-30";0;7;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";8;"31-45";0;7;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";8;"46-59";0;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";9;"0-15";4;7;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";9;"16-30";1;8;0;2;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";9;"31-45";0;4;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";9;"46-59";0;7;3;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";10;"0-15";2;3;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";10;"16-30";0;3;3;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";10;"31-45";1;6;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";10;"46-59";0;11;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";11;"0-15";0;10;3;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";11;"16-30";1;4;0;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";11;"31-45";0;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";11;"46-59";0;12;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";12;"0-15";1;9;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";12;"16-30";0;6;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";12;"31-45";1;10;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";12;"46-59";1;7;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";13;"0-15";3;8;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";13;"16-30";3;7;1;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";13;"31-45";1;5;4;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";13;"46-59";1;11;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";14;"0-15";1;6;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";14;"16-30";1;5;4;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";14;"31-45";0;9;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";14;"46-59";1;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";15;"0-15";2;14;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";15;"16-30";2;7;0;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";15;"31-45";1;9;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";15;"46-59";2;7;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";16;"0-15";1;11;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";16;"16-30";1;4;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";16;"31-45";0;6;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";16;"46-59";0;6;0;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";17;"0-15";1;6;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";17;"16-30";1;8;4;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";17;"31-45";0;9;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";17;"46-59";1;7;1;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";18;"0-15";3;6;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";18;"16-30";0;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";18;"31-45";0;3;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";18;"46-59";2;1;0;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";19;"0-15";2;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";19;"16-30";1;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";19;"31-45";0;2;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";19;"46-59";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";20;"0-15";1;1;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";20;"16-30";0;1;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";20;"31-45";2;0;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";20;"46-59";0;1;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";21;"0-15";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";21;"16-30";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";21;"46-59";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";22;"31-45";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-23";22;"46-59";0;1;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";0;"0-15";2;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";0;"16-30";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";1;"16-30";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";5;"16-30";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";5;"31-45";1;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";6;"31-45";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";7;"0-15";0;1;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";7;"16-30";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";7;"46-59";0;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";8;"0-15";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";8;"16-30";1;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";8;"46-59";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";9;"0-15";0;2;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";9;"16-30";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";9;"31-45";0;4;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";9;"46-59";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";10;"0-15";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";10;"16-30";2;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";10;"31-45";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";10;"46-59";0;4;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";11;"0-15";1;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";11;"16-30";0;7;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";11;"31-45";0;2;3;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";12;"0-15";0;0;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";12;"16-30";0;2;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";12;"31-45";0;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";12;"46-59";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";13;"16-30";1;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";13;"31-45";0;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";13;"46-59";0;1;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";14;"0-15";1;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";14;"16-30";2;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";14;"31-45";1;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";14;"46-59";1;0;0;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";15;"0-15";0;0;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";15;"16-30";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";15;"46-59";0;1;2;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";16;"0-15";5;4;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";16;"16-30";0;3;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";16;"31-45";0;5;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";16;"46-59";0;4;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";17;"0-15";0;7;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";17;"16-30";1;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";17;"31-45";1;6;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";17;"46-59";1;0;1;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";18;"0-15";0;4;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";18;"31-45";1;2;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";18;"46-59";2;1;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";19;"0-15";0;1;0;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";19;"16-30";0;3;1;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";19;"46-59";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";20;"16-30";1;5;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";21;"0-15";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";21;"16-30";2;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";21;"46-59";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";22;"0-15";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";22;"16-30";1;0;0;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";22;"46-59";1;0;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";23;"0-15";1;0;1;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";23;"31-45";0;3;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-24";23;"46-59";2;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-25";0;"0-15";1;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-25";0;"16-30";0;5;1;1;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-25";1;"46-59";0;2;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-25";2;"31-45";0;1;0;0;0;0;0;0;0;0;0
6;"FS003REC";2;"2020-06-25";2;"46-59";0;1;0;0;0;0;0;0;0;0;0
